user_id,product,signup_date,plan_type,country,platform,signup_source,ab_variant,segment,activated,d7_retained,d30_retained
u_001439,Gemini,2026-03-09,pro,IN,android,direct,control,task_triager,True,False,False
u_001440,Gemini,2025-11-27,free,US,web,organic_search,control,casual_explorer,True,False,False
u_001441,Grok,2026-02-01,free,GB,web,direct,control,task_triager,True,False,False
u_001442,ChatGPT,2025-11-04,free,GB,android,social_media,treatment,task_triager,True,False,False
u_001443,ChatGPT,2026-03-18,free,FR,ios,organic_search,control,casual_explorer,True,False,False
u_001444,Grok,2026-01-20,free,US,web,direct,control,task_triager,False,False,False
u_001445,Gemini,2026-03-19,free,DE,ios,organic_search,control,casual_explorer,False,False,False
u_001446,ChatGPT,2026-03-26,pro,SG,web,paid_ad,control,power_user,True,True,True
u_001447,Claude,2025-12-15,free,IN,ios,organic_search,treatment,casual_explorer,False,False,False
u_001448,ChatGPT,2025-11-01,free,DE,ios,referral,control,casual_explorer,True,False,False
u_001449,Gemini,2026-03-04,free,US,web,organic_search,treatment,power_user,False,False,False
u_001450,Gemini,2026-03-22,free,US,ios,direct,treatment,casual_explorer,True,False,False
u_001451,ChatGPT,2025-12-06,free,IN,web,direct,treatment,task_triager,False,False,False
u_001452,Claude,2026-02-12,pro,US,android,social_media,treatment,power_user,True,True,False
u_001453,Grok,2025-11-12,free,US,web,organic_search,control,task_triager,True,True,False
u_001454,Gemini,2025-12-28,team,SG,web,referral,control,power_user,True,True,False
u_001455,Claude,2025-11-04,free,BR,ios,social_media,control,casual_explorer,True,False,False
u_001456,ChatGPT,2026-02-26,pro,IN,web,referral,treatment,casual_explorer,True,False,False
u_001457,Gemini,2025-11-19,free,BR,web,organic_search,control,casual_explorer,True,True,False
u_001458,Claude,2026-02-19,pro,AU,web,organic_search,treatment,casual_explorer,True,False,False
u_001459,Grok,2026-03-22,pro,SG,ios,social_media,treatment,task_triager,False,False,False
u_001460,ChatGPT,2025-12-01,free,CA,web,referral,treatment,task_triager,True,False,False
u_001461,Gemini,2026-03-22,free,GB,web,social_media,treatment,power_user,True,True,False
u_001462,Claude,2025-11-14,pro,IN,ios,social_media,control,task_triager,True,False,False
u_001463,ChatGPT,2026-03-05,pro,IN,android,social_media,control,power_user,True,True,False
u_001464,Claude,2026-03-28,free,US,android,social_media,control,casual_explorer,False,False,False
u_001465,Claude,2025-12-05,free,FR,android,organic_search,treatment,task_triager,False,False,False
u_001466,Claude,2026-03-05,free,IN,web,social_media,control,task_triager,True,False,False
u_001467,Grok,2026-02-04,free,BR,web,organic_search,treatment,power_user,False,False,False
u_001468,ChatGPT,2025-11-01,free,IN,web,paid_ad,control,task_triager,False,False,False
u_001469,Gemini,2025-12-29,pro,CA,ios,referral,treatment,casual_explorer,True,True,False
u_001470,Claude,2026-03-04,free,US,web,direct,control,task_triager,True,False,False
u_001471,Claude,2026-03-26,free,GB,web,social_media,control,casual_explorer,False,False,False
u_001472,Claude,2025-11-23,team,CA,web,paid_ad,control,casual_explorer,True,False,False
u_001473,Gemini,2025-11-19,free,IN,android,organic_search,treatment,casual_explorer,True,False,False
u_001474,Grok,2026-02-01,free,US,web,organic_search,control,task_triager,False,False,False
u_001475,ChatGPT,2025-11-10,free,US,web,organic_search,control,casual_explorer,False,False,False
u_001476,ChatGPT,2025-12-16,free,IN,web,social_media,treatment,task_triager,True,False,False
u_001477,ChatGPT,2026-02-22,pro,IN,ios,direct,control,casual_explorer,True,True,False
u_001478,Claude,2025-11-09,free,DE,ios,paid_ad,control,task_triager,True,False,False
u_001479,Claude,2025-11-22,team,IN,ios,direct,control,casual_explorer,True,False,False
u_001480,ChatGPT,2026-02-08,free,IN,ios,paid_ad,control,casual_explorer,False,False,False
u_001481,Gemini,2025-11-22,free,FR,web,app_store,treatment,task_triager,True,False,False
u_001482,Claude,2026-02-15,free,FR,web,direct,control,casual_explorer,True,False,False
u_001483,Gemini,2026-03-31,free,CA,ios,direct,control,task_triager,True,False,False
u_001484,ChatGPT,2026-03-21,free,AU,web,app_store,treatment,task_triager,True,False,False
u_001485,ChatGPT,2025-12-26,team,SG,android,social_media,treatment,casual_explorer,True,True,False
u_001486,ChatGPT,2026-01-12,free,US,ios,paid_ad,treatment,task_triager,False,False,False
u_001487,Grok,2026-01-31,free,US,web,paid_ad,treatment,task_triager,True,True,False
u_001488,Claude,2025-11-05,free,US,web,referral,treatment,task_triager,True,False,False
u_001489,ChatGPT,2026-03-03,free,BR,android,paid_ad,treatment,casual_explorer,True,True,False
u_001490,Claude,2026-02-09,free,IN,web,social_media,control,task_triager,True,True,False
u_001491,ChatGPT,2026-02-09,free,BR,web,direct,treatment,power_user,True,True,True
u_001492,ChatGPT,2025-11-25,free,DE,web,organic_search,control,casual_explorer,False,False,False
u_001493,Gemini,2026-03-19,free,US,web,direct,control,casual_explorer,False,False,False
u_001494,ChatGPT,2025-11-02,free,GB,android,social_media,treatment,task_triager,True,False,False
u_001495,Gemini,2025-12-18,free,DE,android,direct,control,casual_explorer,True,True,False
u_001496,Grok,2025-12-07,free,BR,web,paid_ad,control,casual_explorer,False,False,False
u_001497,Claude,2026-01-28,pro,IN,ios,referral,control,task_triager,True,False,False
u_001498,Gemini,2025-11-18,free,DE,ios,social_media,treatment,task_triager,False,False,False
u_001499,Gemini,2026-03-09,free,US,android,organic_search,treatment,casual_explorer,True,False,False
u_001500,Gemini,2026-02-06,free,US,web,direct,control,power_user,False,False,False
u_001501,ChatGPT,2025-12-26,free,IN,web,social_media,control,task_triager,False,False,False
u_001502,Grok,2025-11-14,free,US,web,paid_ad,treatment,casual_explorer,True,True,False
u_001503,Grok,2025-12-05,free,BR,web,organic_search,control,casual_explorer,True,True,False
u_001504,ChatGPT,2026-02-01,free,DE,android,organic_search,treatment,task_triager,True,False,False
u_001505,Gemini,2025-12-09,free,FR,web,direct,treatment,power_user,True,False,False
u_001506,Claude,2025-12-04,free,BR,ios,paid_ad,control,task_triager,True,True,False
u_001507,ChatGPT,2026-02-26,free,GB,web,paid_ad,treatment,casual_explorer,True,True,True
u_001508,Gemini,2025-11-19,free,IN,ios,organic_search,treatment,task_triager,True,False,False
u_001509,Gemini,2026-03-19,pro,CA,web,organic_search,control,power_user,True,False,False
u_001510,ChatGPT,2026-03-09,free,SG,android,organic_search,treatment,task_triager,True,False,False
u_001511,ChatGPT,2026-02-09,pro,US,ios,organic_search,treatment,power_user,True,True,True
u_001512,Gemini,2026-02-21,team,BR,ios,social_media,control,casual_explorer,False,False,False
u_001513,ChatGPT,2026-02-05,free,NG,web,direct,treatment,power_user,True,True,False
u_001514,Gemini,2026-01-27,pro,US,android,organic_search,treatment,casual_explorer,True,False,False
u_001515,Gemini,2025-11-26,free,GB,ios,organic_search,control,casual_explorer,True,False,False
u_001516,Claude,2026-01-26,pro,NG,android,referral,treatment,task_triager,True,False,False
u_001517,ChatGPT,2025-12-31,free,IN,android,direct,treatment,casual_explorer,False,False,False
u_001518,ChatGPT,2026-02-12,free,US,ios,social_media,treatment,casual_explorer,True,True,False
u_001519,Gemini,2026-01-08,free,GB,android,organic_search,control,task_triager,True,False,False
u_001520,ChatGPT,2026-03-09,free,BR,web,social_media,treatment,casual_explorer,True,True,False
u_001521,Gemini,2026-01-18,free,US,web,social_media,control,casual_explorer,True,False,False
u_001522,Claude,2026-01-01,free,IN,web,organic_search,control,casual_explorer,False,False,False
u_001523,Gemini,2025-11-14,team,SG,ios,social_media,treatment,task_triager,True,False,False
u_001524,ChatGPT,2026-01-19,free,FR,android,organic_search,control,casual_explorer,True,False,False
u_001525,Gemini,2025-12-02,free,BR,web,paid_ad,control,casual_explorer,False,False,False
u_001526,ChatGPT,2026-01-21,free,FR,ios,organic_search,control,task_triager,False,False,False
u_001527,Gemini,2026-03-08,free,US,ios,paid_ad,control,task_triager,True,False,False
u_001528,Gemini,2025-12-27,pro,US,web,organic_search,control,casual_explorer,False,False,False
u_001529,ChatGPT,2025-11-16,free,SG,web,paid_ad,treatment,power_user,True,False,False
u_001530,ChatGPT,2026-03-13,free,IN,web,social_media,control,power_user,True,False,False
u_001531,Gemini,2025-12-20,free,IN,android,direct,control,power_user,False,False,False
u_001532,ChatGPT,2025-11-23,free,US,web,paid_ad,control,power_user,True,True,False
u_001533,Claude,2025-12-18,free,AU,ios,paid_ad,control,casual_explorer,True,True,False
u_001534,Claude,2025-12-09,free,IN,web,social_media,treatment,casual_explorer,True,False,False
u_001535,Gemini,2025-12-27,pro,US,web,organic_search,control,casual_explorer,True,False,False
u_001536,Grok,2025-11-12,free,AU,web,organic_search,treatment,casual_explorer,False,False,False
u_001537,Claude,2025-12-02,free,IN,android,referral,treatment,power_user,False,False,False
u_001538,Gemini,2025-12-17,free,GB,web,social_media,treatment,casual_explorer,True,False,False
u_001539,Claude,2026-02-22,free,DE,web,app_store,control,power_user,False,False,False
u_001540,Grok,2026-03-11,free,BR,web,direct,treatment,power_user,True,True,False
u_001541,Grok,2025-12-18,free,NG,web,referral,control,casual_explorer,False,False,False
u_001542,Grok,2026-01-02,pro,IN,web,social_media,treatment,task_triager,True,False,False
u_001543,Gemini,2026-01-10,free,CA,ios,social_media,control,casual_explorer,False,False,False
u_001544,Claude,2025-11-19,free,IN,ios,social_media,control,casual_explorer,False,False,False
u_001545,ChatGPT,2025-11-17,free,IN,web,app_store,control,casual_explorer,True,True,True
u_001546,ChatGPT,2025-11-20,free,BR,ios,organic_search,control,casual_explorer,True,False,False
u_001547,ChatGPT,2026-03-21,free,IN,android,referral,treatment,casual_explorer,False,False,False
u_001548,Claude,2026-03-08,free,BR,web,paid_ad,control,casual_explorer,False,False,False
u_001549,ChatGPT,2026-03-17,free,IN,ios,app_store,treatment,casual_explorer,True,True,False
u_001550,Claude,2026-02-21,free,US,web,social_media,treatment,casual_explorer,True,False,False
u_001551,Gemini,2025-12-24,pro,CA,web,organic_search,treatment,task_triager,True,True,True
u_001552,Grok,2026-03-29,free,US,web,app_store,control,casual_explorer,True,True,False
u_001553,ChatGPT,2026-02-25,pro,US,web,referral,control,casual_explorer,True,False,False
u_001554,Gemini,2026-03-08,free,CA,web,social_media,treatment,casual_explorer,False,False,False
u_001555,Gemini,2025-11-09,free,US,web,social_media,control,casual_explorer,True,True,False
u_001556,Claude,2026-02-27,free,IN,ios,referral,treatment,power_user,True,True,False
u_001557,Gemini,2025-12-16,free,US,web,social_media,treatment,power_user,True,False,False
u_001558,ChatGPT,2026-03-15,free,US,web,social_media,control,casual_explorer,True,False,False
u_001559,ChatGPT,2026-01-14,free,US,android,referral,control,casual_explorer,False,False,False
u_001560,Gemini,2026-01-02,pro,US,web,organic_search,treatment,casual_explorer,True,False,False
u_001561,Gemini,2026-03-24,free,IN,ios,direct,treatment,casual_explorer,True,False,False
u_001562,Gemini,2026-03-14,free,CA,web,organic_search,control,casual_explorer,False,False,False
u_001563,Claude,2026-03-03,free,US,ios,organic_search,treatment,casual_explorer,True,True,False
u_001564,Gemini,2025-11-10,free,GB,ios,direct,control,power_user,True,True,False
u_001565,Claude,2026-01-31,free,US,web,social_media,treatment,casual_explorer,True,True,False
u_001566,Gemini,2026-03-01,team,GB,android,organic_search,treatment,casual_explorer,False,False,False
u_001567,ChatGPT,2026-01-16,free,IN,web,paid_ad,control,casual_explorer,True,False,False
u_001568,Claude,2026-02-13,free,US,ios,organic_search,treatment,casual_explorer,True,False,False
u_001569,ChatGPT,2026-02-24,free,IN,ios,paid_ad,treatment,task_triager,True,False,False
u_001570,Grok,2026-01-20,free,IN,ios,organic_search,control,casual_explorer,False,False,False
u_001571,Gemini,2026-03-05,free,GB,ios,social_media,control,casual_explorer,True,True,False
u_001572,Claude,2025-12-12,pro,BR,ios,direct,control,casual_explorer,True,False,False
u_001573,Claude,2025-12-05,free,IN,web,organic_search,treatment,power_user,True,True,False
u_001574,Claude,2025-12-21,free,IN,android,organic_search,treatment,casual_explorer,True,True,False
u_001575,ChatGPT,2026-01-28,free,SG,web,organic_search,control,task_triager,True,False,False
u_001576,ChatGPT,2026-01-06,pro,CA,web,referral,control,power_user,True,False,False
u_001577,ChatGPT,2026-03-29,pro,CA,web,paid_ad,control,task_triager,True,True,False
u_001578,Claude,2026-02-14,pro,IN,android,referral,control,task_triager,False,False,False
u_001579,Gemini,2026-01-22,pro,IN,web,social_media,treatment,task_triager,False,False,False
u_001580,Gemini,2025-12-29,free,IN,ios,direct,treatment,casual_explorer,True,True,False
u_001581,ChatGPT,2026-01-27,free,US,ios,social_media,control,casual_explorer,True,False,False
u_001582,Gemini,2025-11-20,pro,IN,web,social_media,control,power_user,False,False,False
u_001583,ChatGPT,2026-01-28,team,NG,web,paid_ad,treatment,task_triager,True,False,False
u_001584,Gemini,2026-03-05,free,DE,ios,organic_search,treatment,power_user,True,True,True
u_001585,ChatGPT,2025-11-29,free,US,web,social_media,control,power_user,True,True,True
u_001586,ChatGPT,2025-12-07,free,NG,android,direct,treatment,power_user,True,True,False
u_001587,Claude,2026-03-19,pro,AU,web,direct,control,casual_explorer,False,False,False
u_001588,ChatGPT,2026-03-29,pro,IN,web,referral,control,power_user,False,False,False
u_001589,Gemini,2026-01-29,free,US,ios,organic_search,treatment,casual_explorer,True,True,False
u_001590,Grok,2026-01-21,free,IN,web,social_media,control,casual_explorer,True,True,False
u_001591,ChatGPT,2025-12-07,pro,IN,web,organic_search,treatment,power_user,True,False,False
u_001592,Grok,2026-02-14,free,US,web,direct,treatment,casual_explorer,False,False,False
u_001593,Claude,2026-02-13,free,DE,ios,organic_search,treatment,casual_explorer,True,False,False
u_001594,Gemini,2026-01-26,free,US,web,paid_ad,treatment,casual_explorer,False,False,False
u_001595,Gemini,2025-12-11,free,IN,ios,social_media,control,casual_explorer,False,False,False
u_001596,Grok,2025-11-29,free,IN,ios,organic_search,treatment,task_triager,True,False,False
u_001597,ChatGPT,2026-03-23,free,IN,web,referral,treatment,task_triager,False,False,False
u_001598,ChatGPT,2026-03-08,free,US,android,social_media,control,casual_explorer,True,False,False
u_001599,ChatGPT,2025-12-01,free,IN,web,organic_search,treatment,casual_explorer,True,True,False
u_001600,Gemini,2025-11-12,free,SG,ios,paid_ad,treatment,casual_explorer,True,False,False
u_001601,Gemini,2025-11-24,free,GB,web,referral,treatment,casual_explorer,True,False,False
u_001602,ChatGPT,2025-12-21,free,IN,web,paid_ad,treatment,casual_explorer,True,True,False
u_001603,Gemini,2026-03-19,free,FR,android,referral,control,casual_explorer,True,True,False
u_001604,Claude,2026-01-30,free,CA,ios,organic_search,control,power_user,False,False,False
u_001605,ChatGPT,2026-03-17,free,NG,web,paid_ad,control,power_user,True,True,True
u_001606,ChatGPT,2026-02-07,free,DE,android,app_store,treatment,casual_explorer,True,False,False
u_001607,Grok,2026-02-12,free,NG,web,referral,treatment,casual_explorer,False,False,False
u_001608,Gemini,2025-12-22,pro,BR,web,paid_ad,treatment,casual_explorer,False,False,False
u_001609,ChatGPT,2025-11-17,free,US,web,organic_search,treatment,task_triager,True,False,False
u_001610,Gemini,2026-02-03,pro,CA,web,organic_search,treatment,task_triager,True,False,False
u_001611,Claude,2026-02-22,team,GB,web,organic_search,treatment,power_user,True,True,False
u_001612,Gemini,2026-01-29,free,US,web,app_store,treatment,task_triager,False,False,False
u_001613,ChatGPT,2026-02-07,free,GB,android,social_media,treatment,casual_explorer,True,True,False
u_001614,ChatGPT,2026-01-09,free,US,web,direct,control,casual_explorer,True,True,False
u_001615,ChatGPT,2026-01-17,free,US,ios,organic_search,control,task_triager,True,False,False
u_001616,ChatGPT,2026-03-27,free,US,web,direct,control,task_triager,True,False,False
u_001617,ChatGPT,2026-01-27,free,GB,web,organic_search,treatment,casual_explorer,False,False,False
u_001618,Claude,2025-12-13,free,FR,web,social_media,control,casual_explorer,False,False,False
u_001619,Grok,2025-11-11,free,GB,web,referral,control,task_triager,False,False,False
u_001620,Gemini,2025-11-01,free,US,ios,referral,treatment,casual_explorer,False,False,False
u_001621,ChatGPT,2026-03-02,free,SG,web,social_media,treatment,task_triager,True,False,False
u_001622,Claude,2025-11-01,free,GB,ios,organic_search,treatment,task_triager,True,False,False
u_001623,Grok,2026-01-31,free,DE,android,organic_search,control,power_user,True,False,False
u_001624,ChatGPT,2025-11-14,free,DE,web,organic_search,control,task_triager,True,False,False
u_001625,Gemini,2026-02-18,free,GB,android,social_media,control,casual_explorer,True,False,False
u_001626,ChatGPT,2026-01-27,team,IN,web,direct,treatment,task_triager,True,False,False
u_001627,Claude,2026-01-28,free,GB,web,organic_search,control,casual_explorer,True,True,False
u_001628,Gemini,2026-01-15,free,US,ios,referral,control,power_user,True,True,False
u_001629,ChatGPT,2025-11-25,pro,US,web,organic_search,control,casual_explorer,True,True,True
u_001630,Gemini,2025-11-15,free,CA,web,direct,control,casual_explorer,True,False,False
u_001631,Claude,2026-02-27,free,BR,web,social_media,treatment,casual_explorer,True,False,False
u_001632,Claude,2026-01-18,free,GB,web,organic_search,treatment,casual_explorer,True,True,False
u_001633,Grok,2026-03-16,pro,US,ios,referral,control,power_user,True,True,False
u_001634,ChatGPT,2025-12-07,free,IN,ios,direct,treatment,task_triager,True,False,False
u_001635,Grok,2026-02-26,free,IN,web,organic_search,control,task_triager,True,False,False
u_001636,Claude,2025-11-18,free,IN,web,referral,treatment,task_triager,False,False,False
u_001637,Claude,2026-03-23,free,US,web,organic_search,control,casual_explorer,True,False,False
u_001638,ChatGPT,2026-01-18,free,IN,web,paid_ad,control,casual_explorer,True,False,False
u_001639,ChatGPT,2026-03-03,free,GB,web,paid_ad,control,casual_explorer,True,False,False
u_001640,Grok,2025-12-28,free,US,android,social_media,treatment,casual_explorer,False,False,False
u_001641,ChatGPT,2026-03-28,free,IN,android,direct,control,power_user,True,True,False
u_001642,Gemini,2026-01-27,free,US,web,paid_ad,control,casual_explorer,True,False,False
u_001643,Gemini,2026-01-16,free,FR,web,direct,treatment,task_triager,True,False,False
u_001644,ChatGPT,2026-03-27,free,IN,web,referral,treatment,task_triager,False,False,False
u_001645,Gemini,2025-11-19,pro,US,web,organic_search,treatment,casual_explorer,False,False,False
u_001646,ChatGPT,2026-03-29,free,CA,web,app_store,control,casual_explorer,True,True,False
u_001647,Grok,2025-11-27,free,IN,web,organic_search,control,task_triager,True,False,False
u_001648,Grok,2026-03-06,pro,BR,ios,paid_ad,treatment,power_user,True,True,False
u_001649,Grok,2026-03-27,free,US,web,direct,control,casual_explorer,True,True,False
u_001650,ChatGPT,2026-01-20,free,AU,web,organic_search,treatment,casual_explorer,False,False,False
u_001651,ChatGPT,2025-12-02,free,AU,android,social_media,control,casual_explorer,False,False,False
u_001652,Gemini,2026-01-20,free,US,web,organic_search,treatment,casual_explorer,True,True,False
u_001653,Claude,2025-12-05,free,US,web,social_media,control,casual_explorer,True,False,False
u_001654,Grok,2025-11-21,free,IN,web,social_media,control,task_triager,True,False,False
u_001655,ChatGPT,2026-02-19,free,GB,ios,social_media,treatment,casual_explorer,True,True,False
u_001656,Gemini,2025-11-30,free,US,web,paid_ad,treatment,casual_explorer,True,True,False
u_001657,ChatGPT,2026-02-16,team,CA,web,direct,control,casual_explorer,True,True,True
u_001658,Gemini,2025-11-20,free,IN,web,direct,treatment,power_user,True,False,False
u_001659,Grok,2026-02-13,pro,IN,web,organic_search,control,power_user,True,True,False
u_001660,ChatGPT,2026-03-05,free,US,web,referral,treatment,task_triager,True,False,False
u_001661,ChatGPT,2025-12-25,pro,SG,android,referral,control,casual_explorer,True,True,False
u_001662,Gemini,2025-11-01,free,CA,android,direct,treatment,casual_explorer,False,False,False
u_001663,ChatGPT,2025-12-31,pro,US,android,organic_search,treatment,casual_explorer,True,False,False
u_001664,Grok,2026-03-22,team,AU,ios,direct,treatment,task_triager,False,False,False
u_001665,Claude,2026-01-18,pro,DE,web,social_media,treatment,task_triager,True,True,False
u_001666,Gemini,2025-12-25,free,DE,web,app_store,treatment,casual_explorer,True,False,False
u_001667,Claude,2026-02-16,team,US,ios,organic_search,control,casual_explorer,True,True,True
u_001668,Gemini,2025-11-22,free,IN,ios,referral,control,casual_explorer,True,False,False
u_001669,Gemini,2026-01-09,free,DE,ios,social_media,treatment,casual_explorer,True,False,False
u_001670,Grok,2025-12-07,free,IN,web,organic_search,control,task_triager,False,False,False
u_001671,Grok,2026-02-13,free,FR,ios,organic_search,control,casual_explorer,True,True,False
u_001672,ChatGPT,2025-11-28,free,IN,web,social_media,control,casual_explorer,True,True,False
u_001673,Gemini,2025-11-15,pro,US,android,social_media,treatment,casual_explorer,False,False,False
u_001674,Claude,2026-03-27,free,IN,web,organic_search,control,casual_explorer,True,False,False
u_001675,Grok,2026-03-25,team,IN,ios,organic_search,control,power_user,False,False,False
u_001676,ChatGPT,2025-12-12,free,IN,web,organic_search,treatment,power_user,True,False,False
u_001677,Claude,2026-01-04,free,IN,ios,app_store,treatment,task_triager,True,False,False
u_001678,ChatGPT,2025-11-02,free,SG,web,social_media,treatment,casual_explorer,True,True,False
u_001679,Claude,2026-02-10,free,BR,ios,social_media,treatment,casual_explorer,True,True,False
u_001680,Gemini,2026-03-02,pro,US,web,organic_search,treatment,casual_explorer,True,False,False
u_001681,ChatGPT,2026-02-28,free,GB,web,social_media,treatment,casual_explorer,True,True,False
u_001682,Claude,2025-11-28,free,CA,web,social_media,treatment,power_user,True,False,False
u_001683,Gemini,2026-01-13,free,US,web,organic_search,control,task_triager,True,False,False
u_001684,ChatGPT,2025-11-16,pro,US,ios,app_store,control,casual_explorer,True,False,False
u_001685,Grok,2025-11-29,free,GB,ios,referral,treatment,task_triager,True,False,False
u_001686,Gemini,2025-12-22,free,US,web,social_media,treatment,task_triager,False,False,False
u_001687,ChatGPT,2025-11-11,free,AU,web,app_store,treatment,power_user,True,True,False
u_001688,Claude,2026-03-06,free,IN,web,referral,control,task_triager,True,False,False
u_001689,ChatGPT,2026-01-14,free,GB,web,organic_search,treatment,casual_explorer,True,True,False
u_001690,ChatGPT,2025-11-01,free,AU,web,social_media,control,task_triager,False,False,False
u_001691,Grok,2026-03-29,free,IN,ios,social_media,control,casual_explorer,False,False,False
u_001692,ChatGPT,2025-11-22,pro,SG,ios,app_store,control,casual_explorer,True,True,True
u_001693,ChatGPT,2025-12-27,free,IN,web,paid_ad,control,power_user,False,False,False
u_001694,ChatGPT,2026-03-23,free,IN,ios,direct,control,casual_explorer,True,False,False
u_001695,Gemini,2025-11-18,free,US,ios,direct,control,casual_explorer,True,True,False
u_001696,Gemini,2026-02-19,free,IN,ios,paid_ad,treatment,casual_explorer,True,False,False
u_001697,Gemini,2025-12-09,pro,NG,web,paid_ad,treatment,casual_explorer,False,False,False
u_001698,Claude,2026-03-16,free,CA,web,app_store,treatment,casual_explorer,False,False,False
u_001699,ChatGPT,2025-12-11,team,CA,android,referral,control,task_triager,True,True,True
u_001700,ChatGPT,2026-03-21,free,FR,web,paid_ad,control,casual_explorer,True,True,False
u_001701,Claude,2025-12-15,free,IN,android,paid_ad,control,casual_explorer,True,True,True
u_001702,Claude,2025-12-03,free,BR,web,direct,control,task_triager,True,True,False
u_001703,ChatGPT,2026-01-23,free,NG,web,organic_search,treatment,task_triager,True,False,False
u_001704,Claude,2026-02-21,free,IN,web,social_media,control,task_triager,False,False,False
u_001705,Gemini,2025-12-23,team,IN,android,referral,control,task_triager,True,False,False
u_001706,Claude,2026-01-21,free,NG,web,direct,control,casual_explorer,False,False,False
u_001707,Gemini,2026-02-08,pro,US,web,paid_ad,treatment,task_triager,False,False,False
u_001708,Grok,2026-02-13,pro,US,ios,referral,control,task_triager,False,False,False
u_001709,ChatGPT,2025-12-24,free,US,web,organic_search,treatment,power_user,True,True,False
u_001710,Gemini,2025-12-24,free,CA,web,organic_search,treatment,casual_explorer,True,True,True
u_001711,Gemini,2026-01-31,free,DE,web,organic_search,control,task_triager,True,False,False
u_001712,Gemini,2026-03-07,free,US,web,referral,control,casual_explorer,True,False,False
u_001713,ChatGPT,2026-03-09,pro,GB,android,social_media,control,casual_explorer,False,False,False
u_001714,Gemini,2025-11-05,free,IN,ios,organic_search,control,power_user,True,True,False
u_001715,Gemini,2026-01-03,pro,US,web,paid_ad,control,power_user,True,False,False
u_001716,ChatGPT,2025-11-26,free,GB,ios,referral,control,casual_explorer,True,True,False
u_001717,ChatGPT,2025-11-13,free,US,ios,social_media,control,casual_explorer,True,False,False
u_001718,Claude,2026-02-28,free,FR,web,app_store,treatment,casual_explorer,False,False,False
u_001719,ChatGPT,2025-11-14,free,US,android,paid_ad,control,casual_explorer,False,False,False
u_001720,Gemini,2025-11-20,free,DE,android,referral,treatment,casual_explorer,True,True,False
u_001721,Claude,2025-12-06,free,US,ios,social_media,control,casual_explorer,True,True,False
u_001722,Gemini,2025-12-04,pro,US,web,organic_search,treatment,task_triager,False,False,False
u_001723,Claude,2026-01-26,pro,IN,web,organic_search,treatment,power_user,True,True,False
u_001724,Gemini,2026-03-21,free,US,ios,organic_search,treatment,task_triager,True,False,False
u_001725,Grok,2025-12-18,free,CA,ios,direct,control,casual_explorer,False,False,False
u_001726,ChatGPT,2026-03-01,free,AU,android,social_media,control,task_triager,True,False,False
u_001727,Gemini,2025-12-07,free,US,web,organic_search,control,power_user,True,True,True
u_001728,Claude,2026-03-14,free,FR,ios,organic_search,treatment,casual_explorer,True,False,False
u_001729,Gemini,2026-03-09,free,IN,android,organic_search,control,power_user,True,True,False
u_001730,Claude,2025-11-19,free,US,ios,organic_search,treatment,task_triager,False,False,False
u_001731,Gemini,2026-01-24,free,US,web,organic_search,control,casual_explorer,False,False,False
u_001732,Grok,2026-03-06,free,US,ios,paid_ad,treatment,task_triager,True,False,False
u_001733,Claude,2025-11-20,pro,US,web,organic_search,control,casual_explorer,True,True,False
u_001734,ChatGPT,2025-11-12,free,BR,android,direct,control,casual_explorer,True,True,False
u_001735,ChatGPT,2026-02-27,free,IN,web,organic_search,control,power_user,True,True,True
u_001736,Gemini,2026-03-17,team,US,web,organic_search,treatment,casual_explorer,True,False,False
u_001737,Claude,2026-02-22,free,DE,web,organic_search,control,power_user,False,False,False
u_001738,Claude,2026-01-06,free,US,web,organic_search,treatment,casual_explorer,False,False,False
u_001739,ChatGPT,2026-01-04,free,BR,android,organic_search,treatment,task_triager,True,False,False
u_001740,ChatGPT,2026-02-11,free,US,web,organic_search,control,casual_explorer,False,False,False
u_001741,Grok,2025-11-08,pro,IN,web,social_media,treatment,task_triager,True,False,False
u_001742,ChatGPT,2025-11-02,free,US,ios,direct,treatment,power_user,False,False,False
u_001743,Grok,2026-01-23,free,US,web,social_media,treatment,task_triager,True,False,False
u_001744,ChatGPT,2026-02-27,free,AU,web,organic_search,control,casual_explorer,True,False,False
u_001745,Claude,2025-12-24,pro,IN,ios,social_media,treatment,casual_explorer,True,False,False
u_001746,Claude,2025-11-20,pro,IN,web,direct,control,task_triager,True,False,False
u_001747,Claude,2026-03-20,free,US,ios,organic_search,control,task_triager,True,True,False
u_001748,Gemini,2025-12-16,free,IN,android,paid_ad,treatment,task_triager,False,False,False
u_001749,Claude,2026-02-10,free,FR,ios,paid_ad,treatment,casual_explorer,False,False,False
u_001750,Gemini,2025-11-21,free,IN,web,social_media,control,task_triager,True,True,True
u_001751,ChatGPT,2026-01-11,free,SG,web,organic_search,treatment,casual_explorer,True,True,False
u_001752,ChatGPT,2026-02-10,free,US,ios,organic_search,treatment,casual_explorer,True,False,False
u_001753,ChatGPT,2025-12-03,free,GB,ios,organic_search,treatment,power_user,True,False,False
u_001754,Gemini,2026-01-16,team,US,web,organic_search,control,casual_explorer,True,False,False
u_001755,Gemini,2026-03-22,free,US,web,paid_ad,control,casual_explorer,True,False,False
u_001756,ChatGPT,2025-11-01,free,GB,ios,paid_ad,control,casual_explorer,False,False,False
u_001757,ChatGPT,2025-12-14,free,SG,android,organic_search,treatment,power_user,False,False,False
